start	end	text
22249100	22254100	Of all members had an opportunity to cast their vote.
22254100	22261100	The clerk will close the roll. Does any does any member desire to change his or vote.
22261100	22266100	It's just a division. Representative Carr votes no.
22267100	22272100	Eighty seven in favor thirty five thirty thirty six against.
22272100	22287100	The motion passes.
22288100	22290100	All those in favor say aye.
22290100	22291100	Aye.
22291100	22295100	Any other bills and concurrent resolutions. The clerk will read.
22295100	22299100	H sub First SB two four four and act concerning identification of biological sex.
22299100	22304100	This is also by committee on judiciary.
22304100	22307340	imposing criminal and civil penalties for violations,
22307340	22309860	providing a cause of action for individuals to grieve,
22309860	22312060	find invasion of privacy or other harm
22312060	22315100	when accessing a multiple occupancy private space,
22315100	22316980	amending the women's bill of rights,
22316980	22319780	defining the term gender to mean biological sex at birth
22319780	22322140	for purposes of statutory construction,
22323100	22325060	directing the director of the divisions of vehicles
22325060	22327300	to invalidate and reissue driver's license
22327300	22329620	when necessary to correct the gender identification
22329620	22332740	on such licenses, directing the office of vital statistics
22332740	22335300	to invalidate and reissue birth certificates
22335300	22337460	when necessary to correct the sex identification
22337460	22340380	on such certificates, removing the definition of gender
22340380	22342100	from the help not harm act.
22343100	22345860	There's constitutes final action on Senate Bill 244.
22345860	22348540	The clerk will open the roll and you may record your vote.
22352420	22355180	As I remember, had an opportunity to record their vote.
22356260	22357740	The clerk will close the roll.
22358780	22361380	Does any member desire to explain his or her vote?
22362380	22366260	Does any member be recognized as Representative Stockville?
22375020	22376260	Thank you, Mr. Speaker.
22377260	22381380	This is an embarrassing bill that encourages discrimination.
22381380	22384460	A bill that has had no constituent review,
22384460	22388500	has a blank fiscal note and will seriously tarnish
22388500	22392420	our image as a welcoming state that values all
22392420	22394300	of our citizens.
22394300	22397180	This bill will hinder our economic development,
22397180	22399900	our ability to attract companies, sporting events,
22399900	22402340	concerts and out of state students
22402340	22405180	to attend our colleges and universities.
22405180	22408740	It addresses absolutely none of the issues
22408740	22412700	our constituents sent us here to address.
22412700	22415020	I vote no on this bill today,
22415020	22418380	but the people of Kansas will have the final vote
22418380	22421900	on this bill and the process that brought this bill
22421900	22424980	to the floor of the Kansas House of Representatives
22424980	22429740	on Tuesday, November 3rd, 2026.
22429740	22430980	Thank you, Mr. Chair.
22430980	22431820	Mr. Speaker.
22431820	22434780	Further explanation of votes?
22434780	22435620	Representative Hoyt.
22442900	22446780	Thank you, Mr. Speaker.
22446780	22450700	I vote no on Hsub for SB 244.
22450700	22453820	This bill will leave at least 1,700 Kansans
22453820	22456660	without two reliable methods to prove citizenship
22456660	22459420	and identification the day it becomes law.
22459420	22461460	No one deserves this level of harassment
22461460	22462820	from their government.
22462820	22464340	This bill is unconstitutional
22464340	22467140	and it violates basic human decency.
22467140	22469420	Trans rights are human rights.
22469420	22470260	I vote no.
22471820	22473940	Further explanation of votes?
